geoid,measure,value,year,region_type,measure_type
110010018032,pediat_2sfca,4.87367433933071,2021,block group,index
110010018041,pediat_2sfca,4.87367433933071,2021,block group,index
110010018042,pediat_2sfca,4.87367433933071,2021,block group,index
110010018043,pediat_2sfca,4.87367433933071,2021,block group,index
110010019011,pediat_2sfca,4.87367433933071,2021,block group,index
110010019012,pediat_2sfca,4.87367433933071,2021,block group,index
110010019013,pediat_2sfca,4.87367433933071,2021,block group,index
110010019014,pediat_2sfca,4.87367433933071,2021,block group,index
110010019021,pediat_2sfca,4.87367433933071,2021,block group,index
110010019022,pediat_2sfca,4.87367433933071,2021,block group,index
110010020011,pediat_2sfca,4.87367433933071,2021,block group,index
110010020012,pediat_2sfca,4.87367433933071,2021,block group,index
110010020021,pediat_2sfca,4.87367433933071,2021,block group,index
110010020022,pediat_2sfca,4.87367433933071,2021,block group,index
110010020023,pediat_2sfca,4.87367433933071,2021,block group,index
110010021011,pediat_2sfca,4.87367433933071,2021,block group,index
110010021012,pediat_2sfca,4.87367433933071,2021,block group,index
110010021013,pediat_2sfca,4.87367433933071,2021,block group,index
110010021014,pediat_2sfca,4.87367433933071,2021,block group,index
110010021015,pediat_2sfca,4.87367433933071,2021,block group,index
110010021021,pediat_2sfca,4.87367433933071,2021,block group,index
110010021022,pediat_2sfca,4.87367433933071,2021,block group,index
110010021023,pediat_2sfca,4.87367433933071,2021,block group,index
110010021024,pediat_2sfca,4.87367433933071,2021,block group,index
110010021025,pediat_2sfca,4.87367433933071,2021,block group,index
110010021026,pediat_2sfca,4.87367433933071,2021,block group,index
110010022011,pediat_2sfca,4.87367433933071,2021,block group,index
110010022012,pediat_2sfca,4.87367433933071,2021,block group,index
110010022013,pediat_2sfca,4.87367433933071,2021,block group,index
110010022021,pediat_2sfca,4.87367433933071,2021,block group,index
110010022022,pediat_2sfca,4.87367433933071,2021,block group,index
110010022023,pediat_2sfca,4.87367433933071,2021,block group,index
110010023011,pediat_2sfca,4.87367433933071,2021,block group,index
110010023012,pediat_2sfca,4.87367433933071,2021,block group,index
110010023021,pediat_2sfca,4.87367433933071,2021,block group,index
110010024001,pediat_2sfca,4.87367433933071,2021,block group,index
110010024002,pediat_2sfca,4.87367433933071,2021,block group,index
110010024003,pediat_2sfca,4.87367433933071,2021,block group,index
110010024004,pediat_2sfca,4.87367433933071,2021,block group,index
110010025011,pediat_2sfca,4.87367433933071,2021,block group,index
110010025012,pediat_2sfca,4.87367433933071,2021,block group,index
110010025021,pediat_2sfca,4.87367433933071,2021,block group,index
110010025022,pediat_2sfca,4.87367433933071,2021,block group,index
110010025023,pediat_2sfca,4.87367433933071,2021,block group,index
110010025024,pediat_2sfca,4.87367433933071,2021,block group,index
110010026001,pediat_2sfca,4.87367433933071,2021,block group,index
110010026002,pediat_2sfca,4.87367433933071,2021,block group,index
110010027011,pediat_2sfca,4.87367433933071,2021,block group,index
110010027012,pediat_2sfca,4.87367433933071,2021,block group,index
110010027013,pediat_2sfca,4.87367433933071,2021,block group,index
110010027014,pediat_2sfca,4.87367433933071,2021,block group,index
110010027021,pediat_2sfca,4.87367433933071,2021,block group,index
110010027022,pediat_2sfca,4.87367433933071,2021,block group,index
110010027023,pediat_2sfca,4.87367433933071,2021,block group,index
110010028011,pediat_2sfca,4.87367433933071,2021,block group,index
110010028012,pediat_2sfca,4.87367433933071,2021,block group,index
110010028021,pediat_2sfca,4.87367433933071,2021,block group,index
110010028022,pediat_2sfca,4.87367433933071,2021,block group,index
110010029001,pediat_2sfca,4.87367433933071,2021,block group,index
110010029002,pediat_2sfca,4.87367433933071,2021,block group,index
110010030001,pediat_2sfca,4.87367433933071,2021,block group,index
110010030002,pediat_2sfca,4.87367433933071,2021,block group,index
110010031001,pediat_2sfca,4.87367433933071,2021,block group,index
110010032001,pediat_2sfca,4.87367433933071,2021,block group,index
110010032002,pediat_2sfca,4.87367433933071,2021,block group,index
110010032003,pediat_2sfca,4.87367433933071,2021,block group,index
110010032004,pediat_2sfca,4.87367433933071,2021,block group,index
110010033011,pediat_2sfca,3.81007055584959,2021,block group,index
110010033012,pediat_2sfca,3.81007055584959,2021,block group,index
110010033013,pediat_2sfca,3.81007055584959,2021,block group,index
110010033021,pediat_2sfca,3.81007055584959,2021,block group,index
110010033022,pediat_2sfca,3.81007055584959,2021,block group,index
110010034001,pediat_2sfca,3.81007055584959,2021,block group,index
110010034002,pediat_2sfca,3.81007055584959,2021,block group,index
110010035001,pediat_2sfca,4.87367433933071,2021,block group,index
110010035002,pediat_2sfca,3.81007055584959,2021,block group,index
110010036001,pediat_2sfca,4.87367433933071,2021,block group,index
110010036002,pediat_2sfca,4.87367433933071,2021,block group,index
110010036003,pediat_2sfca,4.87367433933071,2021,block group,index
110010037001,pediat_2sfca,4.87367433933071,2021,block group,index
110010037002,pediat_2sfca,4.87367433933071,2021,block group,index
110010037003,pediat_2sfca,4.87367433933071,2021,block group,index
110010038001,pediat_2sfca,4.87367433933071,2021,block group,index
110010038002,pediat_2sfca,4.87367433933071,2021,block group,index
110010038003,pediat_2sfca,4.87367433933071,2021,block group,index
110010039001,pediat_2sfca,4.87367433933071,2021,block group,index
110010039002,pediat_2sfca,4.87367433933071,2021,block group,index
110010039003,pediat_2sfca,4.87367433933071,2021,block group,index
110010039004,pediat_2sfca,4.87367433933071,2021,block group,index
110010040011,pediat_2sfca,4.87367433933071,2021,block group,index
110010040012,pediat_2sfca,4.87367433933071,2021,block group,index
110010040013,pediat_2sfca,4.87367433933071,2021,block group,index
110010040021,pediat_2sfca,4.87367433933071,2021,block group,index
110010040022,pediat_2sfca,4.87367433933071,2021,block group,index
110010040023,pediat_2sfca,4.87367433933071,2021,block group,index
110010041001,pediat_2sfca,4.87367433933071,2021,block group,index
110010041002,pediat_2sfca,4.87367433933071,2021,block group,index
110010041003,pediat_2sfca,4.87367433933071,2021,block group,index
110010042011,pediat_2sfca,4.87367433933071,2021,block group,index
110010042012,pediat_2sfca,4.87367433933071,2021,block group,index
110010042021,pediat_2sfca,4.87367433933071,2021,block group,index
110010042022,pediat_2sfca,4.87367433933071,2021,block group,index
110010043001,pediat_2sfca,4.87367433933071,2021,block group,index
110010043002,pediat_2sfca,4.87367433933071,2021,block group,index
110010044001,pediat_2sfca,3.81007055584959,2021,block group,index
110010044002,pediat_2sfca,3.81007055584959,2021,block group,index
110010046001,pediat_2sfca,3.81007055584959,2021,block group,index
110010046002,pediat_2sfca,3.81007055584959,2021,block group,index
110010047011,pediat_2sfca,3.81007055584959,2021,block group,index
110010047012,pediat_2sfca,3.81007055584959,2021,block group,index
110010047021,pediat_2sfca,3.81007055584959,2021,block group,index
110010048011,pediat_2sfca,3.81007055584959,2021,block group,index
110010048021,pediat_2sfca,3.81007055584959,2021,block group,index
110010048022,pediat_2sfca,3.81007055584959,2021,block group,index
110010049011,pediat_2sfca,3.81007055584959,2021,block group,index
110010049012,pediat_2sfca,3.81007055584959,2021,block group,index
110010049021,pediat_2sfca,3.81007055584959,2021,block group,index
110010049022,pediat_2sfca,3.81007055584959,2021,block group,index
110010050011,pediat_2sfca,3.81007055584959,2021,block group,index
110010050012,pediat_2sfca,3.81007055584959,2021,block group,index
110010050021,pediat_2sfca,3.81007055584959,2021,block group,index
110010050022,pediat_2sfca,3.81007055584959,2021,block group,index
110010050023,pediat_2sfca,3.81007055584959,2021,block group,index
110010050024,pediat_2sfca,3.81007055584959,2021,block group,index
110010052011,pediat_2sfca,3.81007055584959,2021,block group,index
110010052012,pediat_2sfca,3.81007055584959,2021,block group,index
110010052013,pediat_2sfca,3.81007055584959,2021,block group,index
110010052014,pediat_2sfca,3.81007055584959,2021,block group,index
110010053011,pediat_2sfca,4.87367433933071,2021,block group,index
110010053012,pediat_2sfca,3.81007055584959,2021,block group,index
110010053013,pediat_2sfca,3.81007055584959,2021,block group,index
110010053014,pediat_2sfca,4.87367433933071,2021,block group,index
110010055001,pediat_2sfca,4.87367433933071,2021,block group,index
110010055002,pediat_2sfca,4.87367433933071,2021,block group,index
110010055003,pediat_2sfca,4.87367433933071,2021,block group,index
110010055004,pediat_2sfca,4.87367433933071,2021,block group,index
110010055005,pediat_2sfca,4.87367433933071,2021,block group,index
110010056001,pediat_2sfca,5.39993528635381,2021,block group,index
110010056002,pediat_2sfca,5.32772222160178,2021,block group,index
110010056003,pediat_2sfca,3.81007055584959,2021,block group,index
110010056004,pediat_2sfca,3.81007055584959,2021,block group,index
110010058001,pediat_2sfca,3.81007055584959,2021,block group,index
110010058002,pediat_2sfca,3.81007055584959,2021,block group,index
110010059001,pediat_2sfca,3.81007055584959,2021,block group,index
110010062021,pediat_2sfca,5.47275306095309,2021,block group,index
110010064001,pediat_2sfca,5.33138746503803,2021,block group,index
110010064002,pediat_2sfca,5.27354825956549,2021,block group,index
110010065001,pediat_2sfca,5.32767335306351,2021,block group,index
110010065002,pediat_2sfca,5.32767335306351,2021,block group,index
110010066001,pediat_2sfca,5.36594017276454,2021,block group,index
110010067001,pediat_2sfca,5.32176157162207,2021,block group,index
110010067002,pediat_2sfca,5.32176157162207,2021,block group,index
110010067003,pediat_2sfca,5.32767335306351,2021,block group,index
110010068011,pediat_2sfca,5.34631917208448,2021,block group,index
110010068012,pediat_2sfca,5.34631917208448,2021,block group,index
110010068021,pediat_2sfca,5.34631917208448,2021,block group,index
110010068022,pediat_2sfca,5.33138746503803,2021,block group,index
110010068041,pediat_2sfca,5.34631917208448,2021,block group,index
110010069001,pediat_2sfca,5.34631917208448,2021,block group,index
110010069002,pediat_2sfca,5.33138746503803,2021,block group,index
110010070001,pediat_2sfca,5.34631917208448,2021,block group,index
110010070002,pediat_2sfca,5.34631917208448,2021,block group,index
110010071001,pediat_2sfca,5.33068362869091,2021,block group,index
110010071002,pediat_2sfca,5.33138746503803,2021,block group,index
110010072001,pediat_2sfca,5.34631917208448,2021,block group,index
110010072002,pediat_2sfca,5.33068362869091,2021,block group,index
110010073011,pediat_2sfca,3.94041776579057,2021,block group,index
110010073041,pediat_2sfca,3.94041776579057,2021,block group,index
110010073042,pediat_2sfca,3.94041776579057,2021,block group,index
110010073043,pediat_2sfca,3.94041776579057,2021,block group,index
110010074011,pediat_2sfca,5.27354825956549,2021,block group,index
110010074012,pediat_2sfca,3.94041776579057,2021,block group,index
110010074031,pediat_2sfca,3.94041776579057,2021,block group,index
110010074041,pediat_2sfca,3.94041776579057,2021,block group,index
110010074042,pediat_2sfca,3.94041776579057,2021,block group,index
110010074043,pediat_2sfca,3.94041776579057,2021,block group,index
110010074061,pediat_2sfca,3.94041776579057,2021,block group,index
110010074062,pediat_2sfca,3.94041776579057,2021,block group,index
110010074071,pediat_2sfca,3.94041776579057,2021,block group,index
110010074072,pediat_2sfca,3.94041776579057,2021,block group,index
110010074081,pediat_2sfca,3.94041776579057,2021,block group,index
110010074091,pediat_2sfca,3.94041776579057,2021,block group,index
110010074092,pediat_2sfca,3.94041776579057,2021,block group,index
110010074093,pediat_2sfca,3.94041776579057,2021,block group,index
110010075021,pediat_2sfca,3.94041776579057,2021,block group,index
110010075022,pediat_2sfca,3.94041776579057,2021,block group,index
110010075031,pediat_2sfca,3.94041776579057,2021,block group,index
110010075032,pediat_2sfca,3.94041776579057,2021,block group,index
110010075041,pediat_2sfca,3.94041776579057,2021,block group,index
110010076011,pediat_2sfca,5.3630414671186,2021,block group,index
110010076012,pediat_2sfca,5.37027044931631,2021,block group,index
110010076013,pediat_2sfca,5.37027044931631,2021,block group,index
110010076014,pediat_2sfca,5.37027044931631,2021,block group,index
110010076015,pediat_2sfca,5.3630414671186,2021,block group,index
110010076031,pediat_2sfca,3.94041776579057,2021,block group,index
110010076032,pediat_2sfca,3.94041776579057,2021,block group,index
110010076033,pediat_2sfca,3.94041776579057,2021,block group,index
110010076034,pediat_2sfca,3.94041776579057,2021,block group,index
110010076041,pediat_2sfca,5.37027044931631,2021,block group,index
110010076042,pediat_2sfca,3.94041776579057,2021,block group,index
110010076043,pediat_2sfca,3.94041776579057,2021,block group,index
110010076051,pediat_2sfca,3.94041776579057,2021,block group,index
110010076052,pediat_2sfca,3.94041776579057,2021,block group,index
110010076053,pediat_2sfca,3.94041776579057,2021,block group,index
110010077031,pediat_2sfca,5.29760665841112,2021,block group,index
110010077032,pediat_2sfca,5.31561978339414,2021,block group,index
110010077033,pediat_2sfca,5.31561978339414,2021,block group,index
110010077034,pediat_2sfca,5.33138746503803,2021,block group,index
110010077071,pediat_2sfca,5.36157517210884,2021,block group,index
110010077072,pediat_2sfca,5.3630414671186,2021,block group,index
110010077081,pediat_2sfca,5.33138746503803,2021,block group,index
110010077082,pediat_2sfca,5.33138746503803,2021,block group,index
110010077091,pediat_2sfca,5.33068362869091,2021,block group,index
110010077092,pediat_2sfca,5.3630414671186,2021,block group,index
110010078031,pediat_2sfca,5.34631917208448,2021,block group,index
110010078032,pediat_2sfca,5.34631917208448,2021,block group,index
110010078033,pediat_2sfca,5.33138746503803,2021,block group,index
110010078034,pediat_2sfca,5.34631917208448,2021,block group,index
110010078041,pediat_2sfca,5.34631917208448,2021,block group,index
110010078042,pediat_2sfca,5.33138746503803,2021,block group,index
110010078043,pediat_2sfca,5.33138746503803,2021,block group,index
110010078061,pediat_2sfca,5.34631917208448,2021,block group,index
110010078062,pediat_2sfca,5.32176157162207,2021,block group,index
110010078071,pediat_2sfca,5.33138746503803,2021,block group,index
110010078072,pediat_2sfca,5.33138746503803,2021,block group,index
110010078081,pediat_2sfca,5.33138746503803,2021,block group,index
110010078082,pediat_2sfca,5.29760665841112,2021,block group,index
110010078083,pediat_2sfca,5.29760665841112,2021,block group,index
110010078091,pediat_2sfca,5.34631917208448,2021,block group,index
110010078092,pediat_2sfca,5.34631917208448,2021,block group,index
110010079011,pediat_2sfca,5.36594017276454,2021,block group,index
110010079012,pediat_2sfca,5.32767335306351,2021,block group,index
110010079013,pediat_2sfca,5.36594017276454,2021,block group,index
110010079014,pediat_2sfca,5.36594017276454,2021,block group,index
110010079031,pediat_2sfca,5.32767335306351,2021,block group,index
110010080011,pediat_2sfca,5.36594017276454,2021,block group,index
110010080012,pediat_2sfca,5.36594017276454,2021,block group,index
110010080013,pediat_2sfca,5.36594017276454,2021,block group,index
110010080021,pediat_2sfca,5.32176157162207,2021,block group,index
110010080022,pediat_2sfca,5.32767335306351,2021,block group,index
110010081001,pediat_2sfca,5.36594017276454,2021,block group,index
110010081002,pediat_2sfca,5.36594017276454,2021,block group,index
110010081003,pediat_2sfca,5.36594017276454,2021,block group,index
110010082001,pediat_2sfca,5.36594017276454,2021,block group,index
110010082002,pediat_2sfca,5.44814784282337,2021,block group,index
110010083011,pediat_2sfca,3.81007055584959,2021,block group,index
110010083012,pediat_2sfca,5.44814784282337,2021,block group,index
110010083021,pediat_2sfca,5.44814784282337,2021,block group,index
110010084021,pediat_2sfca,5.44814784282337,2021,block group,index
110010084022,pediat_2sfca,5.44814784282337,2021,block group,index
110010084101,pediat_2sfca,3.81007055584959,2021,block group,index
110010087011,pediat_2sfca,3.81007055584959,2021,block group,index
110010087012,pediat_2sfca,3.81007055584959,2021,block group,index
110010087021,pediat_2sfca,3.81007055584959,2021,block group,index
110010087022,pediat_2sfca,3.81007055584959,2021,block group,index
110010088021,pediat_2sfca,3.81007055584959,2021,block group,index
110010088022,pediat_2sfca,5.44814784282337,2021,block group,index
110010088023,pediat_2sfca,3.81007055584959,2021,block group,index
110010088024,pediat_2sfca,3.81007055584959,2021,block group,index
110010088031,pediat_2sfca,3.81007055584959,2021,block group,index
110010088041,pediat_2sfca,3.81007055584959,2021,block group,index
110010088042,pediat_2sfca,3.81007055584959,2021,block group,index
110010089031,pediat_2sfca,5.44814784282337,2021,block group,index
110010089032,pediat_2sfca,5.36594017276454,2021,block group,index
110010089041,pediat_2sfca,5.36594017276454,2021,block group,index
110010089042,pediat_2sfca,5.36594017276454,2021,block group,index
110010090001,pediat_2sfca,3.81007055584959,2021,block group,index
110010090002,pediat_2sfca,3.81007055584959,2021,block group,index
110010091021,pediat_2sfca,3.81007055584959,2021,block group,index
110010091022,pediat_2sfca,3.81007055584959,2021,block group,index
110010091023,pediat_2sfca,3.81007055584959,2021,block group,index
110010092011,pediat_2sfca,3.81007055584959,2021,block group,index
110010092031,pediat_2sfca,3.81007055584959,2021,block group,index
110010092032,pediat_2sfca,3.81007055584959,2021,block group,index
110010092041,pediat_2sfca,3.81007055584959,2021,block group,index
110010092042,pediat_2sfca,3.81007055584959,2021,block group,index
110010093011,pediat_2sfca,3.81007055584959,2021,block group,index
110010093012,pediat_2sfca,3.81007055584959,2021,block group,index
110010093013,pediat_2sfca,3.81007055584959,2021,block group,index
110010093014,pediat_2sfca,3.81007055584959,2021,block group,index
110010093021,pediat_2sfca,3.81007055584959,2021,block group,index
110010094001,pediat_2sfca,3.81007055584959,2021,block group,index
110010094002,pediat_2sfca,3.81007055584959,2021,block group,index
110010094003,pediat_2sfca,3.81007055584959,2021,block group,index
110010094004,pediat_2sfca,3.81007055584959,2021,block group,index
110010095011,pediat_2sfca,4.87367433933071,2021,block group,index
110010095012,pediat_2sfca,4.87367433933071,2021,block group,index
110010095013,pediat_2sfca,4.87367433933071,2021,block group,index
110010095031,pediat_2sfca,3.81007055584959,2021,block group,index
110010095032,pediat_2sfca,3.81007055584959,2021,block group,index
110010095033,pediat_2sfca,3.81007055584959,2021,block group,index
110010095041,pediat_2sfca,3.81007055584959,2021,block group,index
110010095042,pediat_2sfca,4.87367433933071,2021,block group,index
110010095051,pediat_2sfca,4.87367433933071,2021,block group,index
110010095052,pediat_2sfca,4.87367433933071,2021,block group,index
110010095053,pediat_2sfca,4.87367433933071,2021,block group,index
110010095071,pediat_2sfca,4.87367433933071,2021,block group,index
110010095081,pediat_2sfca,4.87367433933071,2021,block group,index
110010095082,pediat_2sfca,4.87367433933071,2021,block group,index
110010095083,pediat_2sfca,4.87367433933071,2021,block group,index
110010095091,pediat_2sfca,4.87367433933071,2021,block group,index
110010095092,pediat_2sfca,4.87367433933071,2021,block group,index
110010095093,pediat_2sfca,4.87367433933071,2021,block group,index
110010096011,pediat_2sfca,5.36594017276454,2021,block group,index
110010096021,pediat_2sfca,5.32176157162207,2021,block group,index
110010096022,pediat_2sfca,5.32767335306351,2021,block group,index
110010096031,pediat_2sfca,5.33138746503803,2021,block group,index
110010096032,pediat_2sfca,5.33138746503803,2021,block group,index
110010096033,pediat_2sfca,5.34631917208448,2021,block group,index
110010096041,pediat_2sfca,5.34631917208448,2021,block group,index
110010096042,pediat_2sfca,5.34631917208448,2021,block group,index
110010097001,pediat_2sfca,3.94041776579057,2021,block group,index
110010097002,pediat_2sfca,5.16741683116906,2021,block group,index
110010098011,pediat_2sfca,3.94041776579057,2021,block group,index
110010098021,pediat_2sfca,4.54299520386121,2021,block group,index
110010098022,pediat_2sfca,5.16741683116906,2021,block group,index
110010098031,pediat_2sfca,3.94041776579057,2021,block group,index
110010098032,pediat_2sfca,4.54299520386121,2021,block group,index
110010098033,pediat_2sfca,4.54299520386121,2021,block group,index
110010098041,pediat_2sfca,3.94041776579057,2021,block group,index
110010098042,pediat_2sfca,3.94041776579057,2021,block group,index
110010098071,pediat_2sfca,5.23351086890551,2021,block group,index
110010098072,pediat_2sfca,5.16741683116906,2021,block group,index
110010098101,pediat_2sfca,5.16741683116906,2021,block group,index
110010098102,pediat_2sfca,5.16741683116906,2021,block group,index
110010098111,pediat_2sfca,5.16741683116906,2021,block group,index
110010098112,pediat_2sfca,5.16741683116906,2021,block group,index
110010099011,pediat_2sfca,5.3630414671186,2021,block group,index
110010099012,pediat_2sfca,5.3630414671186,2021,block group,index
110010099021,pediat_2sfca,3.94041776579057,2021,block group,index
110010099022,pediat_2sfca,3.94041776579057,2021,block group,index
110010099031,pediat_2sfca,5.31561978339414,2021,block group,index
110010099032,pediat_2sfca,5.31561978339414,2021,block group,index
110010099041,pediat_2sfca,5.31561978339414,2021,block group,index
110010099042,pediat_2sfca,5.31561978339414,2021,block group,index
110010099051,pediat_2sfca,5.31561978339414,2021,block group,index
110010099052,pediat_2sfca,5.33068362869091,2021,block group,index
110010099053,pediat_2sfca,5.36157517210884,2021,block group,index
110010099061,pediat_2sfca,5.31561978339414,2021,block group,index
110010099071,pediat_2sfca,5.36157517210884,2021,block group,index
110010099072,pediat_2sfca,5.31561978339414,2021,block group,index
110010101001,pediat_2sfca,3.81007055584959,2021,block group,index
110010101002,pediat_2sfca,3.81007055584959,2021,block group,index
110010102001,pediat_2sfca,5.44814784282337,2021,block group,index
110010102002,pediat_2sfca,5.44814784282337,2021,block group,index
110010103001,pediat_2sfca,4.87367433933071,2021,block group,index
110010103002,pediat_2sfca,4.87367433933071,2021,block group,index
110010103003,pediat_2sfca,4.87367433933071,2021,block group,index
110010104001,pediat_2sfca,3.94041776579057,2021,block group,index
110010104002,pediat_2sfca,3.94041776579057,2021,block group,index
110010105001,pediat_2sfca,5.32176157162207,2021,block group,index
110010105002,pediat_2sfca,5.36594017276454,2021,block group,index
110010106001,pediat_2sfca,3.81007055584959,2021,block group,index
110010106002,pediat_2sfca,3.81007055584959,2021,block group,index
110010106003,pediat_2sfca,3.81007055584959,2021,block group,index
110010107001,pediat_2sfca,3.81007055584959,2021,block group,index
110010107002,pediat_2sfca,3.81007055584959,2021,block group,index
110010108001,pediat_2sfca,3.81007055584959,2021,block group,index
110010108002,pediat_2sfca,3.81007055584959,2021,block group,index
110010108003,pediat_2sfca,3.81007055584959,2021,block group,index
110010109001,pediat_2sfca,5.10203239777681,2021,block group,index
110010109002,pediat_2sfca,5.11084550834445,2021,block group,index
110010110001,pediat_2sfca,5.31561978339414,2021,block group,index
110010110002,pediat_2sfca,5.27354825956549,2021,block group,index
110010110003,pediat_2sfca,5.34631917208448,2021,block group,index
110010110004,pediat_2sfca,5.33138746503803,2021,block group,index
110010111001,pediat_2sfca,3.81007055584959,2021,block group,index
110010111002,pediat_2sfca,3.81007055584959,2021,block group,index
110010111003,pediat_2sfca,3.81007055584959,2021,block group,index
240178501011,pediat_2sfca,0.670896342375041,2021,block group,index
240178501012,pediat_2sfca,0.855642993100094,2021,block group,index
240178501021,pediat_2sfca,0.670896342375041,2021,block group,index
240178501022,pediat_2sfca,0.670896342375041,2021,block group,index
240178502011,pediat_2sfca,0.35808218619099,2021,block group,index
240178502021,pediat_2sfca,0.266751150150606,2021,block group,index
240178502022,pediat_2sfca,0.856359337805543,2021,block group,index
240178502023,pediat_2sfca,0.101297379996448,2021,block group,index
240178503001,pediat_2sfca,0.101297379996448,2021,block group,index
240178503002,pediat_2sfca,0.35808218619099,2021,block group,index
240178504001,pediat_2sfca,0.35808218619099,2021,block group,index
240178504002,pediat_2sfca,0.406435129588053,2021,block group,index
240178504003,pediat_2sfca,0.119731800766284,2021,block group,index
240178505001,pediat_2sfca,2.4904214559387,2021,block group,index
240178505002,pediat_2sfca,0.119731800766284,2021,block group,index
240178506001,pediat_2sfca,0.670896342375041,2021,block group,index
240178506002,pediat_2sfca,0.670896342375041,2021,block group,index
240178506003,pediat_2sfca,0.670896342375041,2021,block group,index
240178507061,pediat_2sfca,3.21872854779938,2021,block group,index
240178507062,pediat_2sfca,3.15425644811837,2021,block group,index
240178507081,pediat_2sfca,3.21872854779938,2021,block group,index
240178507082,pediat_2sfca,3.21872854779938,2021,block group,index
240178507091,pediat_2sfca,3.21872854779938,2021,block group,index
240178507092,pediat_2sfca,3.28805794199842,2021,block group,index
240178507093,pediat_2sfca,3.28805794199842,2021,block group,index
240178507101,pediat_2sfca,3.15425644811837,2021,block group,index
240178507102,pediat_2sfca,3.15425644811837,2021,block group,index
240178507111,pediat_2sfca,3.15425644811837,2021,block group,index
240178507112,pediat_2sfca,3.15425644811837,2021,block group,index
240178507113,pediat_2sfca,3.15425644811837,2021,block group,index
240178507121,pediat_2sfca,0.670896342375041,2021,block group,index
240178507122,pediat_2sfca,0.670896342375041,2021,block group,index
240178507131,pediat_2sfca,3.2178773385698,2021,block group,index
240178507132,pediat_2sfca,3.21505780872026,2021,block group,index
240178508011,pediat_2sfca,3.30077137666283,2021,block group,index
240178508012,pediat_2sfca,3.30077137666283,2021,block group,index
240178508013,pediat_2sfca,3.30077137666283,2021,block group,index
240178508014,pediat_2sfca,3.30077137666283,2021,block group,index
240178508021,pediat_2sfca,3.28805794199842,2021,block group,index
240178508022,pediat_2sfca,3.21872854779938,2021,block group,index
240178508023,pediat_2sfca,3.21872854779938,2021,block group,index
240178509011,pediat_2sfca,3.15425644811837,2021,block group,index
240178509012,pediat_2sfca,3.21872854779938,2021,block group,index
240178509013,pediat_2sfca,3.21872854779938,2021,block group,index
240178509021,pediat_2sfca,3.15425644811837,2021,block group,index
240178509022,pediat_2sfca,3.15425644811837,2021,block group,index
240178509023,pediat_2sfca,3.15425644811837,2021,block group,index
240178509041,pediat_2sfca,3.15425644811837,2021,block group,index
240178509042,pediat_2sfca,0.119731800766284,2021,block group,index
240178509051,pediat_2sfca,3.21872854779938,2021,block group,index
240178509052,pediat_2sfca,3.15425644811837,2021,block group,index
240178509061,pediat_2sfca,3.15425644811837,2021,block group,index
240178509062,pediat_2sfca,3.15425644811837,2021,block group,index
240178509063,pediat_2sfca,3.15425644811837,2021,block group,index
240178510011,pediat_2sfca,0.670896342375041,2021,block group,index
240178510012,pediat_2sfca,0.119731800766284,2021,block group,index
240178510021,pediat_2sfca,0.670896342375041,2021,block group,index
240178510022,pediat_2sfca,0.119731800766284,2021,block group,index
240178510023,pediat_2sfca,0.670896342375041,2021,block group,index
240178510024,pediat_2sfca,0.119731800766284,2021,block group,index
240178510025,pediat_2sfca,0.119731800766284,2021,block group,index
240178510026,pediat_2sfca,0.119731800766284,2021,block group,index
240178511001,pediat_2sfca,0.119731800766284,2021,block group,index
240178511002,pediat_2sfca,0.119731800766284,2021,block group,index
240178512001,pediat_2sfca,0,2021,block group,index
240178512002,pediat_2sfca,0,2021,block group,index
240178512003,pediat_2sfca,2.4904214559387,2021,block group,index
240178512004,pediat_2sfca,2.4904214559387,2021,block group,index
240178513011,pediat_2sfca,2.4904214559387,2021,block group,index
240178513012,pediat_2sfca,2.4904214559387,2021,block group,index
240178513021,pediat_2sfca,2.4904214559387,2021,block group,index
240178513022,pediat_2sfca,2.4904214559387,2021,block group,index
240178513023,pediat_2sfca,2.4904214559387,2021,block group,index
240178514001,pediat_2sfca,3.21872854779938,2021,block group,index
240178514002,pediat_2sfca,3.28805794199842,2021,block group,index
240178514003,pediat_2sfca,2.4904214559387,2021,block group,index
240178514004,pediat_2sfca,2.4904214559387,2021,block group,index
240178515001,pediat_2sfca,3.22885662203431,2021,block group,index
240178515002,pediat_2sfca,3.23019022564464,2021,block group,index
240178515003,pediat_2sfca,3.15425644811837,2021,block group,index
240217402001,pediat_2sfca,0.447260326452112,2021,block group,index
240217402002,pediat_2sfca,0.447260326452112,2021,block group,index
240217402003,pediat_2sfca,0.447260326452112,2021,block group,index
240217402004,pediat_2sfca,0.447260326452112,2021,block group,index
240217501001,pediat_2sfca,0.447260326452112,2021,block group,index
240217501002,pediat_2sfca,0.447260326452112,2021,block group,index
240217502001,pediat_2sfca,0.447260326452112,2021,block group,index
240217502002,pediat_2sfca,0.447260326452112,2021,block group,index
240217503001,pediat_2sfca,0.447260326452112,2021,block group,index
240217503002,pediat_2sfca,0.447260326452112,2021,block group,index
240217505031,pediat_2sfca,0.447260326452112,2021,block group,index
240217505032,pediat_2sfca,0.447260326452112,2021,block group,index
240217505033,pediat_2sfca,0.447260326452112,2021,block group,index
240217505034,pediat_2sfca,0.447260326452112,2021,block group,index
240217505035,pediat_2sfca,0.447260326452112,2021,block group,index
240217505041,pediat_2sfca,0.447260326452112,2021,block group,index
240217505042,pediat_2sfca,0.447260326452112,2021,block group,index
