"region_name","year","value","region_type","measure","measure_type","measure_units","geoid"
"Fairfax County, Virginia",2017,9.620036348,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51059
"Fairfax County, Virginia",2017,9.620036348,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51059
"Fairfax County, Virginia",2017,9.620036348,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51059
"Fairfax County, Virginia",2017,9.620036348,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51059
"Fairfax County, Virginia",2018,11.51510676,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51059
"Fairfax County, Virginia",2018,11.51510676,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51059
"Fairfax County, Virginia",2018,11.51510676,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51059
"Fairfax County, Virginia",2018,11.51510676,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51059
"Fairfax County, Virginia",2018,11.51510676,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51059
"Fairfax County, Virginia",2019,11.52578942,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51059
"Fairfax County, Virginia",2019,11.52578942,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51059
"Fairfax County, Virginia",2019,11.52578942,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51059
"Fairfax County, Virginia",2019,11.52578942,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51059
"Fairfax County, Virginia",2019,11.52578942,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51059
"Loudoun County, Virginia",2015,12.18375941,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2015,12.18375941,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2015,12.18375941,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2015,12.18375941,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2015,12.18375941,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2016,12.36642837,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2016,12.36642837,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2016,12.36642837,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2016,12.36642837,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2016,12.36642837,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2017,12.52324595,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2017,12.52324595,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2017,12.52324595,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2017,12.52324595,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2017,12.52324595,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2018,11.21041004,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2018,11.21041004,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2018,11.21041004,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2018,11.21041004,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2018,11.21041004,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2019,11.06390533,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2019,11.06390533,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2019,11.06390533,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2019,11.06390533,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Loudoun County, Virginia",2019,11.06390533,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51107
"Prince William County, Virginia",2015,11.05485178,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2015,11.05485178,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2015,11.05485178,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2015,11.05485178,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2015,11.05485178,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2016,11.2804819,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2016,11.2804819,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2016,11.2804819,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2016,11.2804819,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2016,11.2804819,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2017,12.97410836,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2017,12.97410836,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2017,12.97410836,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2017,12.97410836,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2017,12.97410836,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2018,11.4904777,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2018,11.4904777,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2018,11.4904777,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2018,11.4904777,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2018,11.4904777,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2019,11.4622806,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2019,11.4622806,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2019,11.4622806,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2019,11.4622806,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Prince William County, Virginia",2019,11.4622806,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51153
"Alexandria City, Virginia",2015,11.16944518,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2015,11.16944518,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2015,11.16944518,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2015,11.16944518,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2015,11.16944518,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2016,11.54658299,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2016,11.54658299,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2016,11.54658299,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2016,11.54658299,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2016,11.54658299,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2017,13.19245432,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2017,13.19245432,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2017,13.19245432,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2017,13.19245432,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2017,13.19245432,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2018,10.86056387,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2018,10.86056387,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2018,10.86056387,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2018,10.86056387,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2018,10.86056387,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2019,10.62871979,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2019,10.62871979,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2019,10.62871979,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2019,10.62871979,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Alexandria City, Virginia",2019,10.62871979,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51510
"Fairfax City, Virginia",2015,13.65933181,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2015,13.65933181,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2015,13.65933181,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2015,13.65933181,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2015,13.65933181,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2016,12.10211959,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2016,12.10211959,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2016,12.10211959,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2016,12.10211959,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2016,12.10211959,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2017,13.06855727,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2017,13.06855727,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2017,13.06855727,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2017,13.06855727,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2017,13.06855727,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2018,8.897946619,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2018,8.897946619,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2018,8.897946619,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2018,8.897946619,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2018,8.897946619,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2019,12.94524283,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2019,12.94524283,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2019,12.94524283,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2019,12.94524283,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Fairfax City, Virginia",2019,12.94524283,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51600
"Falls Church City, Virginia",2015,10.6182447,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2015,10.6182447,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2015,10.6182447,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2015,10.6182447,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2015,10.6182447,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2016,13.73789836,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2016,13.73789836,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2016,13.73789836,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2016,13.73789836,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2016,13.73789836,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2017,8.489964169,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2017,8.489964169,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2017,8.489964169,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2017,8.489964169,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2017,8.489964169,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2018,10.98509308,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2018,10.98509308,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2018,10.98509308,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2018,10.98509308,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2018,10.98509308,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2019,10.42230219,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2019,10.42230219,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2019,10.42230219,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2019,10.42230219,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Falls Church City, Virginia",2019,10.42230219,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51610
"Manassas City, Virginia",2015,10.9114925,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2015,10.9114925,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2015,10.9114925,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2015,10.9114925,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2015,10.9114925,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2016,11.86836188,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2016,11.86836188,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2016,11.86836188,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2016,11.86836188,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2016,11.86836188,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2017,16.39158956,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2017,16.39158956,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2017,16.39158956,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2017,16.39158956,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2017,16.39158956,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2018,15.32784478,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2018,15.32784478,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2018,15.32784478,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2018,15.32784478,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2018,15.32784478,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2019,17.81824751,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2019,17.81824751,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2019,17.81824751,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2019,17.81824751,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas City, Virginia",2019,17.81824751,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51683
"Manassas Park City, Virginia",2015,12.34613072,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2015,12.34613072,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2015,12.34613072,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2015,12.34613072,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2015,12.34613072,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2016,8.957290527,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2016,8.957290527,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2016,8.957290527,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2016,8.957290527,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2016,8.957290527,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2017,11.73485822,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2017,11.73485822,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2017,11.73485822,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2017,11.73485822,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2017,11.73485822,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2018,10.05783818,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2018,10.05783818,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2018,10.05783818,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2018,10.05783818,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2018,10.05783818,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2019,7.307771658,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2019,7.307771658,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2019,7.307771658,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2019,7.307771658,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Manassas Park City, Virginia",2019,7.307771658,"county","perc_poor_ment_hlth_days_14_and_over","mean","days",51685
"Census Tract 1001, Arlington County, Virginia",2015,11.95665624,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2015,11.95665624,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2015,11.95665624,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2015,11.95665624,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2015,11.95665624,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2016,7.64520998,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2016,7.64520998,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2016,7.64520998,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2016,7.64520998,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2016,7.64520998,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2017,11.7464524,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2017,11.7464524,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2017,11.7464524,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2017,11.7464524,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2017,11.7464524,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2018,7.585832706,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2018,7.585832706,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2018,7.585832706,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2018,7.585832706,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2018,7.585832706,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2019,10.46878967,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2019,10.46878967,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2019,10.46878967,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2019,10.46878967,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1001, Arlington County, Virginia",2019,10.46878967,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100100
"Census Tract 1002, Arlington County, Virginia",2015,9.622510538,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100200
"Census Tract 1002, Arlington County, Virginia",2015,9.622510538,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100200
"Census Tract 1002, Arlington County, Virginia",2015,9.622510538,"tract","perc_poor_ment_hlth_days_14_and_over","mean","days",51013100200
